1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
7,0,0,0,0,0,0,23,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7
7,0,0,0,0,7,21,21,21,1,21,21,0,21,21,0,0,0,0,0,0,1,24,0,7
7,0,0,1,6,1,6,6,6,6,6,1,21,1,6,6,6,1,21,21,21,23,0,0,7
7,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,0,0,0,7
7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,7
7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,7
7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,23,7
7,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,21,0,0,7
7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,0,7
7,0,0,0,0,0,0,1,6,6,6,6,1,0,0,0,0,0,0,1,0,23,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,1,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1
